FID,residuo,recogida,volumen,cantidad,fecha,tooltip,geometry,lon,lat
da_envases.fid-7e811540_18cccdec071_355a,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:55:54.743,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.428247840471028 36.72968660705834),-4.428247840471028,36.72968660705834
da_envases.fid-7e811540_18cccdec071_355b,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:41:58.693,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4287245787688025 36.727837321806696),-4.4287245787688025,36.727837321806696
da_envases.fid-7e811540_18cccdec071_355c,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:35:47.9,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.435629481024677 36.72715634812101),-4.435629481024677,36.72715634812101
da_envases.fid-7e811540_18cccdec071_355d,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-14T06:25:52.93,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.438753541876191 36.72764485698735),-4.438753541876191,36.72764485698735
da_envases.fid-7e811540_18cccdec071_355e,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-12T07:44:02.5,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.438795786140784 36.72765587410791),-4.438795786140784,36.72765587410791
da_envases.fid-7e811540_18cccdec071_355f,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:34:31.003,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.441793454406419 36.72862914111623),-4.441793454406419,36.72862914111623
da_envases.fid-7e811540_18cccdec071_3560,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-05T09:37:04.983,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.442817502846914 36.72808031794966),-4.442817502846914,36.72808031794966
da_envases.fid-7e811540_18cccdec071_3561,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-05T09:37:26.467,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.44081547563257 36.7293775104887),-4.44081547563257,36.7293775104887
da_envases.fid-7e811540_18cccdec071_3562,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:32:18.3,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.439752666466768 36.72940841897277),-4.439752666466768,36.72940841897277
da_envases.fid-7e811540_18cccdec071_3563,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:32:01.727,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.43977110618803 36.72938826555311),-4.43977110618803,36.72938826555311
da_envases.fid-7e811540_18cccdec071_3564,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:31:01.667,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.438059227275616 36.73102524476017),-4.438059227275616,36.73102524476017
da_envases.fid-7e811540_18cccdec071_3565,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:29:44.56,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.437249552674553 36.731574480955025),-4.437249552674553,36.731574480955025
da_envases.fid-7e811540_18cccdec071_3566,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:42:35.337,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.437132209793877 36.731788369052715),-4.437132209793877,36.731788369052715
da_envases.fid-7e811540_18cccdec071_3567,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T08:03:24.893,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.437120465608366 36.73075923229951),-4.437120465608366,36.73075923229951
da_envases.fid-7e811540_18cccdec071_3568,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-05T09:38:23.67,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.442000802097568 36.72837912939327),-4.442000802097568,36.72837912939327
da_envases.fid-7e811540_18cccdec071_3569,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T08:01:11.103,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.442709083018788 36.72896502630682),-4.442709083018788,36.72896502630682
da_envases.fid-7e811540_18cccdec071_356a,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-29T08:18:26.18,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.443877498708642 36.72852647927923),-4.443877498708642,36.72852647927923
da_envases.fid-7e811540_18cccdec071_356b,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T08:02:47.977,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.444159122031849 36.72806160127827),-4.444159122031849,36.72806160127827
da_envases.fid-7e811540_18cccdec071_356c,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:07:30.43,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.444214094861186 36.726837055152515),-4.444214094861186,36.726837055152515
da_envases.fid-7e811540_18cccdec071_356d,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:38:25.38,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.443338713335752 36.72803285394602),-4.443338713335752,36.72803285394602
da_envases.fid-7e811540_18cccdec071_356e,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:51:48.743,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4414149221198995 36.727447064201456),-4.4414149221198995,36.727447064201456
da_envases.fid-7e811540_18cccdec071_356f,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T07:41:13.823,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.439507558566345 36.726792746376105),-4.439507558566345,36.726792746376105
da_envases.fid-7e811540_18cccdec071_3570,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:24:15.477,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.437929434242466 36.7264536312745),-4.437929434242466,36.7264536312745
da_envases.fid-7e811540_18cccdec071_3571,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:25:03.703,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.436524980939402 36.726175513487185),-4.436524980939402,36.726175513487185
da_envases.fid-7e811540_18cccdec071_3572,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-01T08:00:27.797,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.437799345844533 36.726113430563345),-4.437799345844533,36.726113430563345
da_envases.fid-7e811540_18cccdec071_3573,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:56:02.87,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.434961276048752 36.726129571983805),-4.434961276048752,36.726129571983805
da_envases.fid-7e811540_18cccdec071_3574,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:25:56.59,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.433027762211398 36.72555935384064),-4.433027762211398,36.72555935384064
da_envases.fid-7e811540_18cccdec071_3575,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-12T07:22:11.73,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.430631580762048 36.72568378828805),-4.430631580762048,36.72568378828805
da_envases.fid-7e811540_18cccdec071_3576,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-28T07:28:44.703,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.429877894564935 36.72603259563822),-4.429877894564935,36.72603259563822
da_envases.fid-7e811540_18cccdec071_3577,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:45:06.44,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.428677609522455 36.724480446693164),-4.428677609522455,36.724480446693164
da_envases.fid-7e811540_18cccdec071_3578,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:26:43.53,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.43149185925469 36.72277828738874),-4.43149185925469,36.72277828738874
da_envases.fid-7e811540_18cccdec071_3579,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:51:54.25,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4355178128135755 36.72471688320537),-4.4355178128135755,36.72471688320537
da_envases.fid-7e811540_18cccdec071_357a,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:10:32.9,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.433069655900277 36.72393731765165),-4.433069655900277,36.72393731765165
da_envases.fid-7e811540_18cccdec071_357b,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:21:23.673,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.431348712969046 36.72432617967285),-4.431348712969046,36.72432617967285
da_envases.fid-7e811540_18cccdec071_357c,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:22:12.563,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.432306905232673 36.722985475693825),-4.432306905232673,36.722985475693825
da_envases.fid-7e811540_18cccdec071_357d,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:23:20.553,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.432500010505831 36.721823463635005),-4.432500010505831,36.721823463635005
da_envases.fid-7e811540_18cccdec071_357e,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:22:29.15,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.433885683232627 36.721535099211906),-4.433885683232627,36.721535099211906
da_envases.fid-7e811540_18cccdec071_357f,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:21:35.533,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.433082373535769 36.72151817384904),-4.433082373535769,36.72151817384904
da_envases.fid-7e811540_18cccdec071_3580,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-07T09:00:14.503,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.433362970987452 36.718799294789484),-4.433362970987452,36.718799294789484
da_envases.fid-7e811540_18cccdec071_3581,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-07T09:01:50.727,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4320181979546875 36.71871303519759),-4.4320181979546875,36.71871303519759
da_envases.fid-7e811540_18cccdec071_3582,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:29:32.723,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.428492559710528 36.726609280695676),-4.428492559710528,36.726609280695676
da_envases.fid-7e811540_18cccdec071_3583,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:45:58.753,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.428390965527341 36.72585417319789),-4.428390965527341,36.72585417319789
da_envases.fid-7e811540_18cccdec071_3584,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:34:23.943,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.426434990881985 36.72553252347086),-4.426434990881985,36.72553252347086
da_envases.fid-7e811540_18cccdec071_3585,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T10:35:00.9,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.426244213969834 36.724709149318095),-4.426244213969834,36.724709149318095
da_envases.fid-7e811540_18cccdec071_3586,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:47:47.667,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.426975395302641 36.719804716593906),-4.426975395302641,36.719804716593906
da_envases.fid-7e811540_18cccdec071_3587,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:15:39.597,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.429835268790839 36.721066981794635),-4.429835268790839,36.721066981794635
da_envases.fid-7e811540_18cccdec071_3588,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:16:24.41,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.429063469718367 36.72050182391887),-4.429063469718367,36.72050182391887
da_envases.fid-7e811540_18cccdec071_3589,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:43:34.38,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.429849339738888 36.71988774021874),-4.429849339738888,36.71988774021874
da_envases.fid-7e811540_18cccdec071_358a,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:42:07.29,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.425988710020218 36.72176277070177),-4.425988710020218,36.72176277070177
da_envases.fid-7e811540_18cccdec071_358b,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:42:54.07,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.428144167001574 36.72166789254031),-4.428144167001574,36.72166789254031
da_envases.fid-7e811540_18cccdec071_358c,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:43:08.33,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.425160269847322 36.723347235314534),-4.425160269847322,36.723347235314534
da_envases.fid-7e811540_18cccdec071_358d,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:44:13.327,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4253064678257195 36.72547824836016),-4.4253064678257195,36.72547824836016
da_envases.fid-7e811540_18cccdec071_358e,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:36:17.53,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.421730487836286 36.72782178076211),-4.421730487836286,36.72782178076211
da_envases.fid-7e811540_18cccdec071_358f,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T10:20:32.87,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.420636386735542 36.728325319326046),-4.420636386735542,36.728325319326046
da_envases.fid-7e811540_18cccdec071_3590,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T10:20:46.11,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.42062632861241 36.72831295884613),-4.42062632861241,36.72831295884613
da_envases.fid-7e811540_18cccdec071_3591,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T09:59:09.3,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.41860847146785 36.73089370252738),-4.41860847146785,36.73089370252738
da_envases.fid-7e811540_18cccdec071_3592,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T10:00:21.887,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.416447331209371 36.732793440081466),-4.416447331209371,36.732793440081466
da_envases.fid-7e811540_18cccdec071_3593,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:37:06.823,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.418440509552502 36.73186264925401),-4.418440509552502,36.73186264925401
da_envases.fid-7e811540_18cccdec071_3594,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T10:18:17.04,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.421448220069982 36.731124233439964),-4.421448220069982,36.731124233439964
da_envases.fid-7e811540_18cccdec071_3595,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-06-07T18:38:15.173,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.447620468038074 36.6928291570184),-4.447620468038074,36.6928291570184
da_envases.fid-7e811540_18cccdec071_3596,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:39:30.693,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.416424506027475 36.72988122765719),-4.416424506027475,36.72988122765719
da_envases.fid-7e811540_18cccdec071_3597,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:48:52.85,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.416895241182202 36.73145853011612),-4.416895241182202,36.73145853011612
da_envases.fid-7e811540_18cccdec071_3598,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:49:14.083,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4168717720943205 36.731446707312195),-4.4168717720943205,36.731446707312195
da_envases.fid-7e811540_18cccdec071_3599,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-31T07:10:50.403,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.43420781544737 36.72205355734184),-4.43420781544737,36.72205355734184
da_envases.fid-7e811540_18cccdec071_359a,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T10:01:17.437,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.415261468590089 36.73185514572937),-4.415261468590089,36.73185514572937
da_envases.fid-7e811540_18cccdec071_359b,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T10:18:32.757,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4151933863784185 36.72943705826571),-4.4151933863784185,36.72943705826571
da_envases.fid-7e811540_18cccdec071_359c,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T10:17:48.31,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.415169917104055 36.72940481314557),-4.415169917104055,36.72940481314557
da_envases.fid-7e811540_18cccdec071_359d,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T09:38:23.25,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.417846721454253 36.72937120731144),-4.417846721454253,36.72937120731144
da_envases.fid-7e811540_18cccdec071_359e,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T10:07:06.757,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.414784342285346 36.7279833231945),-4.414784342285346,36.7279833231945
da_envases.fid-7e811540_18cccdec071_359f,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-27T10:07:31.877,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4144779004484205 36.727542899003005),-4.4144779004484205,36.727542899003005
da_envases.fid-7e811540_18cccdec071_35a0,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-03T09:52:17.867,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.414777948250829 36.72537646889786),-4.414777948250829,36.72537646889786
da_envases.fid-7e811540_18cccdec071_35a1,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-03-02T09:30:12.933,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.446970746552087 36.69644576958969),-4.446970746552087,36.69644576958969
da_envases.fid-7e811540_18cccdec071_35a2,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-06-05T09:55:02.42,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.450937516166323 36.71569077535877),-4.450937516166323,36.71569077535877
da_envases.fid-7e811540_18cccdec071_35a3,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-18T06:41:33.397,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.456553050974758 36.724077175706434),-4.456553050974758,36.724077175706434
da_envases.fid-7e811540_18cccdec071_35a4,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-02-08T09:54:50.7,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.450045162802607 36.69454996089145),-4.450045162802607,36.69454996089145
da_envases.fid-7e811540_18cccdec071_35a5,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-23T10:25:20.437,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.471746195586932 36.72113685197406),-4.471746195586932,36.72113685197406
da_envases.fid-7e811540_18cccdec071_35a6,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-05T10:07:55.327,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.451206848447835 36.70586339339811),-4.451206848447835,36.70586339339811
da_envases.fid-7e811540_18cccdec071_35a7,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-21T07:31:52.13,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.414168378876319 36.72023586415252),-4.414168378876319,36.72023586415252
da_envases.fid-7e811540_18cccdec071_35a8,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-05T12:11:51.357,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.4333605762948745 36.71342575358638),-4.4333605762948745,36.71342575358638
da_envases.fid-7e811540_18cccdec071_35a9,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-03-03T10:37:53.44,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.446610404561165 36.70448353341632),-4.446610404561165,36.70448353341632
da_envases.fid-7e811540_18cccdec071_35aa,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-06-07T18:29:05.137,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.450022337388584 36.691652153866386),-4.450022337388584,36.691652153866386
da_envases.fid-7e811540_18cccdec071_35ab,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-28T09:52:50.92,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.428445023838014 36.73440070356264),-4.428445023838014,36.73440070356264
da_envases.fid-7e811540_18cccdec071_35ac,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-04-26T09:29:20.76,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.432058021038732 36.710340791558984),-4.432058021038732,36.710340791558984
da_envases.fid-7e811540_18cccdec071_35ad,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-03-03T09:12:30.073,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.457858289679666 36.69190588839177),-4.457858289679666,36.69190588839177
da_envases.fid-7e811540_18cccdec071_35ae,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-08-28T09:27:09.99,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.483063632705595 36.72041574356609),-4.483063632705595,36.72041574356609
da_envases.fid-7e811540_18cccdec071_35af,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-09-25T10:55:21,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.490704670059157 36.738068952048366),-4.490704670059157,36.738068952048366
da_envases.fid-7e811540_18cccdec071_35b0,ENVASES,CARGA LATERAL-FORMATO VERDE,2900,1,2023-10-06T09:54:33.56,Contenedor de ENVASES de tipo CARGA LATERAL-FORMATO VERDE,POINT (-4.490777384932019 36.734361340924785),-4.490777384932019,36.734361340924785
